,No,Tanggal,Keterangan JKB,Sumber Informasi,Waktu Informasi,Alamat Kejadian, RT , RW ,Kelurahan,Kecamatan,Wilayah,Objek Kejadian Awal,Kode Objek Bencana,Kategori Objek Bencana,Objek Kejadian Lainnya,Kode Objek Bencana Lainnya,Kategori Objek Bencana Lainnya,ID Bang,Jenis Bangunan,ID Sebab,Sebab Kejadian,Keterangan Sebab Kejadian,Waktu Respon,Menit Respon,JUMLAH UNIT,JUMLAH SDM,Lama Operasi -  Hari,Lama Operasi - Jam,Lama Operasi -  Menit,Luas Area Kejadian,Petugas Mati,Petugas  Luka,Masyarakat Mati,Masyarakat Luka,Objek BP,Objek BUP,Objek BI,Objek KD,Objek LN,Jumlah KK,Jumlah Jiwa, Taksiran Kerugian ,Kronologis Kejadian,Keterangan
,52,10/Januari/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:40,Jl. Raya Joglo, 2 , 5 ,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat,Kabel PLN Putus,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,14:45,00:05,1,5,0,1,20,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,"Angin kencang mengakibatkan tiang listrik roboh, kabel PLN terputus",
,53,10/Januari/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:15,Jl. Raya Pasar Jum'at,,,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,15:20,00:05,1,5,0,0,45,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,54,10/Januari/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,13:55,Jl. Raya Teluk Gong,,,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,14:00,00:05,1,5,0,0,35,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,55,10/Januari/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,17:05,Jl. Raya Tugu,,,Tugu Utara,Koja, Kota Administrasi Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,17:10,00:05,1,5,0,0,40,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,56,10/Januari/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,13:55,Jl. Ring Road Taman Semanan,,,Semanan,Kalideres, Kota Administrasi Jakarta Barat,Baliho Roboh,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,14:00,00:05,3,15,0,3,5,, - , - , 2 , - , - , - , - , 1 , - ,0,0, - ,Angin Kencang menyebabkan Baliho Roboh menimpa warga,"Korban Ricky 30 Th, Hardika 25 Th"
,57,10/Januari/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:20,Jl. Singsingamangaraja,,,Gunung,Kebayoran Baru, Kota Administrasi Jakarta Selatan,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,15:26,00:06,1,5,0,0,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,58,10/Januari/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:45,Jl. Sunter Agung,,,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,15:50,00:05,1,5,0,0,45,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,59,10/Januari/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,17:15,Jl. Warakas III,,,Kebon Bawang,Tanjung Priok, Kota Administrasi Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,17:20,00:05,1,5,0,0,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,60,10/Januari/2013  (Kamis),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,16:25,Jl. Yos Sudarso,,,Rawa Badak Utara,Koja, Kota Administrasi Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,16:30,00:05,1,5,0,0,35,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,61,11/Januari/2013  (Jumat),Bencana Kebakaran,Masyarakat,09:17,Jl. Karang Anyar No. 10, 2 , 5 ,Karang Anyar ,Sawah Besar, Kota Administrasi Jakarta Pusat,Rumah Tinggal,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek,09:21,00:04,13,60,0,0,20,2, - , - , - , - , - , - , - , - , 1 ,0,0," 150,000 ","Diduga akibat arus pendek pada kabel di ruangan dapur, sehingga menyebabkan kebakaran.",
,62,11/Januari/2013  (Jumat),Bencana Kebakaran,Petugas Instansi Lain,21:27,Jl. Ponjol , 9 , 9 ,Susukan,Ciracas, Kota Administrasi Jakarta Timur,Panel Listrik,LN,Lain-Lain,,LN,Lain-Lain,BR,Bangunan Rendah,LS,Listrik,Arus Pendek,21:30,00:03,1,5,0,0,13,, - , - , - , - , - , - , - , - , 1 ,0,0," 200,000 ","Diduga akibat arus pendek yang terjadi pada panel, kemudian menjalar. Tetapi bisa di padamkan dengan menggunakan 2 buah apar.",
,63,11/Januari/2013  (Jumat),Bencana Kebakaran,Petugas Instansi Lain,22:35,Jl. Raya Bekasi Timur,,,Cipinang Besar Utara,Jatinegara, Kota Administrasi Jakarta Timur,Lapas Cipinang,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus pendek pada AC,22:42,00:07,10,50,0,0,55,240, - , - , - , - , - , 1 , - , - , - ,0,0," 480,000,000 ","Diduga akibat arus pendek yang terjadi pada AC, sehingga menimbulkan kebakaran pada Gereja Les Hadai LP Cipinang.",
,64,11/Januari/2013  (Jumat),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,17:50,Jl. Basmol, 6 , 6 ,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,17:52,00:02,1,6,0,1,35,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,65,11/Januari/2013  (Jumat),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,08:45,Jl. Kamboja, 1 , 10 ,Jati Pulo,Palmerah, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,08:47,00:02,2,10,0,0,35,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,66,11/Januari/2013  (Jumat),Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Instansi Lain,14:30,Jl. Palmerah Barat, 7 , 7 ,Slipi,Palmerah, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,14:32,00:02,1,6,0,2,45,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,67,12/Januari/2013  (Sabtu),Bencana Kebakaran,Masyarakat,01:00,Jl. Nirmala No. 37, 5 , 2 ,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat,Kabel Telkom,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek,01:05,00:05,1,5,0,0,20,, - , - , - , - , - , - , - , - , 1 ,0,0," 10,000,000 ",Diduga akibat arus pendek yang terjadi pada kabel udara telkom.,
,68,12/Januari/2013  (Sabtu),Bencana Kebakaran,Alarm Kota,08:40,Jl. Pengadegan Timur,,,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek,08:45,00:05,1,5,0,0,11,7.5, - , - , - , - , - , 1 , - , - , - ,1,2," 5,000,000 ",Diduga hubungan arus pendek listrik di atas plapon hingga terjadi kebakaran,
,69,12/Januari/2013  (Sabtu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Instansi Lain,22:50,Jl. Cibubur,,,Cibubur,Ciracas, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Dan Hujan,22:55,00:05,1,5,0,0,55,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,70,12/Januari/2013  (Sabtu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Instansi Lain,22:15,Jl. Raya PKP,,,Ciracas,Ciracas, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Dan Hujan,22:20,00:05,1,5,0,0,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin Kencang menyebabkan pohon tumbang,
,71,13/Januari/2013  (Minggu),Bencana Kebakaran,Masyarakat,10:25,Jl. Agur II Blok U  No.03 , 3 , 18 ,Penggilingan ,Cakung, Kota Administrasi Jakarta Timur,Motor,KD,Kendaraan,Rumah Tinggal,BP,Bangunan Perumahan,BR,Bangunan Rendah,LN,Lain,Percikan api,10:30,00:05,13,65,0,0,30,300, - , - , - , - , 1 , - , - , 1 , - ,0,0," 250,000,000 ","Sedang memperbaiki motor, lalu dinyalakan timbul api, menyambar bensin yang berceceran, api membesar menyambar mobil, sehingga sebagian garasi mobil terbakar",
,72,13/Januari/2013  (Minggu),Bencana Kebakaran,Masyarakat,10:00,Jl. Pisangan Timur  No.25, 7 , 2 ,Pisangan timur,Pulogadung, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek,10:05,00:05,1,5,0,0,15,50, - , - , - , - , 1 , - , - , - , - ,0,0," 2,000,000 ","Hubungan singkat di atas plafon, api membesar sehingga membakar sebagian rumah tinggal",
,73,13/Januari/2013  (Minggu),Bencana Kebakaran,Masyarakat,10:55,JL. Raya Tanjung Barat NO 11A, 11 , 8 ,Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan,Tabung Gas,LN,Lain-Lain,,,,,,LN,Lain,Kebocoran Gas,10:55,00:00,1,5,0,0,20,, - , - , - , - , - , - , - , - , 1 ,0,0," 200,000 ","Tabung Gas Sedang Digunakan Tiba Tiba ,Selang Bocor Sehingga Tabung Terbakar",
,74,13/Januari/2013  (Minggu),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,08:35,JL. Angke  Raya Jembatan Genit ,,,Jelambar,Grogol Petamburan, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Pohon Tumbang,08:35,00:00,1,5,0,0,55,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,"Akibat angin kencang dan hujan yang terus menerus, sehingga satu pohon tumbang",
,75,14/Januari/2013  (Senin),Bencana Kebakaran,Masyarakat,05:30,Jl. Pantai Indah Kapuk Utara 2,,,Pluit,Penjaringan, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,Kulkas,LN,Lain-Lain,BR,Bangunan Rendah,LS,Listrik,Arus Pendek,05:40,00:10,2,10,0,0,30,16, - , - , - , - , 1 , - , - , - , 1 ,0,0," 10,000,000 ",Hubungan singkat pada kabel kulkas timbul api menyambar dinding sehingga sebagian dapur dan kulkas terbakar,
,76,14/Januari/2013  (Senin),Bencana Kebakaran,Masyarakat,01:00,Jl. Tol Ring Road T.B. Simatupang,,,Bambu Apus,Cipayung, Kota Administrasi Jakarta Timur,Mobil Opel Blazer,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek,01:05,00:05,2,10,0,0,26,, - , - , - , - , - , - , - , 1 , - ,0,0," 95,000,000 ","Hubungan singkat pada selang karburator, timbul api sehingga mobil terbakar",
,77,15/Januari/2013  (Selasa),Bencana Kebakaran,Petugas Pemadam,22:45,Jl. Keamanan / Keagungan, 2 , 8 ,Keagungan,Tamansari, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,22:50,00:05,25,125,0,3,25,"1,020", - , 1 , - , - , 10 , 3 , - , - , - ,13,65," 700,000,000 ","Diduga dari hubungan arus pendek listrik diatas plapon di lantai 2, sehingga terjadi kebakaran.",Bapak Nurohman (Karu Umit DK.351 )
,78,15/Januari/2013  (Selasa),Bencana Kebakaran,Masyarakat,15:00,Jl. MSD No. 58, 1 , 1 ,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan,Gedung Studio Duta Bangsa,BU,Bangunan Umum dan Perdagangan,"Motor, Mobil, Dan Sepeda",KD,Kendaraan,BM,Bangunan Menengah,LS,Listrik,Arus Pendek,15:05,00:05,14,70,0,1,0,400, - , - , - , - , - , 1 , - , 10 , - ,0,0," 1,000,000,000 ","Diduga hubungan arus pendek listrik di atas plapon ruang montir, api mengenai motor dan mobil di bawahnya",
,79,15/Januari/2013  (Selasa),Bencana Kebakaran,Masyarakat,04:05,Jl. Pemuda No. 62,,,Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur,Show Room,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek,04:09,00:04,8,40,0,1,5,60, - , - , - , - , - , 1 , - , - , - ,0,0," 200,000,000 ","Diduga akibat arus pendek yang terjadi pada MCB, kemudian membesar sehingga membakar Show Room ASCO PRIMA MOBILINDO",
,80,15/Januari/2013  (Selasa),Bencana Kebakaran,Petugas Pemadam,16:00,Jl. Tambora III Gg.7, 3 , 4 ,Tambora,Tambora, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek,16:05,00:05,23,115,0,2,0,60, - , - , - , - , 7 , - , - , - , - ,10,60," 1,100,000,000 ",Diduga hubungan arus pendek listrik di atas plapon hingga terjadi kebakaran,
,81,15/Januari/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,10:55,Jl. Kebon Jeruk 17, 12 , 8 ,Maphar,Tamansari, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Pohon Tumbang,11:00,00:05,2,10,0,3,40,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Akibat hujan deras dan angin kencang sehingga pohon tumbang dan menimpa warung pinggir kali,
,82,15/Januari/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,09:00,Jl. Kedoya Utara, 12 , 8 ,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Pohon Tumbang,09:05,00:05,2,10,0,4,0,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Akibat hujan deras dan angin kencang sehingga pohon tumbang ke jalan,
,83,15/Januari/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,08:55,Jl. Kota Bambu , 3 , 5 ,Palmerah,Palmerah, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Pohon Tumbang,09:00,00:05,1,5,0,2,55,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Akibat hujan deras dan angin kencang sehingga pohon tumbang dan melintang di jalan,
,84,15/Januari/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,08:55,Jl. Semangka Jatipulo, 2 , 6 ,Palmerah,Palmerah, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Pohon Tumbang,09:00,00:05,1,5,0,2,50,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Akibat hujan deras dan angin kencang sehingga pohon tumbang dan melintang di jalan,
,85,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,17:00,Bukit Duri,, 10 ,Bukit Duri,Tebet, Kota Administrasi Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,17:06,00:06,3,15,0,9,0,, - , - , - , - , - , - , - , - , 1 ,0,20, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah ,"Ketinggian air ± 3m, 3 Perahu Karet"
,86,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,13:40,Gg. Arus,8/9, 1/2 ,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,13:45,00:05,5,25,0,12,15,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah ,"3 Perahu Karet, 1 Lighting Rescue, 1 Komando"
,87,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,20:35,Gg. Setiawan, 7 , 7 ,Cililitan,Kramat Jati, Kota Administrasi Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,20:40,00:05,2,10,0,3,35,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah ,2 Perahu Karet
,88,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,11:50,Jl. Daan Mogot, 6 ,,Grogol,Grogol Petamburan, Kota Administrasi Jakarta Barat,Evakuasi Orang Tenggelam,LN,Lain-Lain,,,,,,LN,Lain,Terpeleset ,11:55,00:05,1,4,0,1,9,, - , - , 1 , - , - , - , - , - , 1 ,0,0, - ,Bermain tali di pinggir kali dan terjatuh hingga terbawa arus deras sehingga tenggelam,"Korban Meninggal, Anjar, 12Th"
,89,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,15:25,Jl. Kalimalang, 4 , 4 ,Cipinang Melayu,Makasar, Kota Administrasi Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,15:30,00:05,1,5,0,8,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah ,1 Perahu Karet
,90,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,10:00,Jl. Kampung Pulo,,,Kampung Mester/melayu,Jatinegara, Kota Administrasi Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,10:05,00:05,3,15,0,15,50,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah ,3 Perahu Karet
,91,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,11:50,Jl. Kebon Pala, 7 ,,Makasar,Makasar, Kota Administrasi Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,11:55,00:05,1,5,0,3,25,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah ,1 Perahu Karet
,92,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,22:00,Jl. Komplek Zeni AD, 3 , 3 ,Rawajati,Pancoran, Kota Administrasi Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,22:10,00:10,2,20,0,1,59,, - , - , - , - , - , - , - , - , 1 ,0,8, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah ,"Ketinggian Air +/- 3m,1 Perahu Karet"
,93,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,13:55,Jl. Masjid Al Makmur,5 dan 6, 8 ,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,14:01,00:06,2,20,0,8,5,, - , - , - , - , - , - , - , - , 1 ,200,800, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah ,"Ketinggian Air +/- 3m, 2 Perahu Karet"
,94,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,13:55,Jl. Perum Ulujami Indah, 9 , 7 ,Ulujami,Pesanggrahan, Kota Administrasi Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,14:06,00:11,1,5,0,4,4,, - , - , - , - , - , - , - , - , 1 ,6,20, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah dan peralatan pramuka di MTs 13,"Ketinggian Air +/- 1m, 1 Perahu Karet"
,95,15/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,20:30,Jl. Tanjung Lengkong,3    ,3    ,Bidara Cina,Jatinegara, Kota Administrasi Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,20:35,00:05,3,15,0,5,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah ,3 Perahu Karet
,96,15/Januari/2013  (Selasa),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,02:00,Jl. Duta Permai 3 No. 5, 3 , 14 ,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Tembok Runtuh,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LN,Lain,Tembok Runtuh,02:05,00:05,2,10,0,3,9,20, - , - , 2 , 3 , - , 1 , - , - , - ,0,0, - ,"Akibat hujan dan angin kencang, sehingga merubuhkan tembok kemudian menimpa bedeng pekerja. 2 orang meninggal dunia atasa nama Bp. Gunarto dan Bp. Benjot.",
,97,15/Januari/2013  (Selasa),Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Instansi Lain,06:45,Jl. Kebon Bawang, 4 , 6 ,Kebon Bawang,Tanjung Priok, Kota Administrasi Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Pohon Tumbang,06:50,00:05,1,4,0,0,25,, - , - , - , - , - , - , - , - , - ,0,0, - ,"Akibat angin kencang dan hujan yang terus menerus, sehingga satu pohon tumbang",
,98,15/Januari/2013  (Selasa),Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Instansi Lain,06:25,Jl. Pondasi,,,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Pohon Tumbang,06:30,00:05,1,5,0,0,50,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,"Akibat angin kencang dan hujan yang terus menerus, sehingga satu pohon tumbang",
,99,16/Januari/2013  (Rabu),Bencana Kebakaran,Masyarakat,21:40,Jl. Cililitan Raya, 7 , 9 ,Cililitan,Kramat Jati, Kota Administrasi Jakarta Timur,Gardu listrik,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,21:50,00:10,15,75,0,3,50,40, - , - , - , - , - , 1 , - , - , - ,0,0," 500,000,000 ",Diduga terjadi hubungan arus pendek pada salah satu travo sehingga meledak dan mengakibatkan sebagian wilayah di Jakarta Timur& selatan mati lampu,
,100,16/Januari/2013  (Rabu),Bencana Kebakaran,Masyarakat,17:10,Jl. Ciputat Raya,,,Kebayoran Lama Selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Mobil Suzuki Katana,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek,17:15,00:05,1,5,0,0,15,, - , - , - , - , - , - , - , 1 , - ,0,0," 1,000,000 ","Hubungan singkat pada kabel accu timbul api sehingga api membesar, sebagian mobil terbakar",
,101,16/Januari/2013  (Rabu),Bencana Kebakaran,Masyarakat,21:13,Jl. Galunggung Raya, 1 , 10 ,Cengkareng Timur,Cengkareng, Kota Administrasi Jakarta Barat,Toko Klontong,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Las,21:20,00:07,14,70,0,0,42,24, - , - , - , - , - , 1 , - , - , - ,2,12," 50,000,000 ",Disaat disebelah toko sedang melakukan pengelasan sehingga percikan mengenai triplek kemudian menyala dan menghabiskan seluruh toko,
,102,16/Januari/2013  (Rabu),Bencana Kebakaran,Masyarakat,21:55,Jl. Swadaya No.29, 6 , 8 ,Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan,Pabrik Tahu,BI,Bangunan Industri,,,,BR,Bangunan Rendah,LN,Lain,Tungku,22:00,00:05,1,5,0,0,25,2, - , - , - , - , - , - , 1 , - , - ,0,0," 3,000,000 ","Tungku Penggorengan tahu mulai panas, timbul api sehingga sebagian pabrik tahu terbakar",
,103,16/Januari/2013  (Rabu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,09:25,Jl. Bukit Duri,1 s.d 10, 10 dan 11 ,Bukit Duri,Tebet, Kota Administrasi Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,09:30,00:05,2,15,0,11,55,, - , - , - , - , - , - , - , - , 2 ,700,4000, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah,
,104,16/Januari/2013  (Rabu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,10:00,Jl. Gang Setiawan, 7 , 7 ,Cililitan,Kramat Jati, Kota Administrasi Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,10:05,00:05,1,15,0,11,0,, - , - , - , - , - , - , - , - , 1 ,125,512, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah,
,105,16/Januari/2013  (Rabu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,10:00,Jl. Gg. Arus,"1,2,3,4", 5 ,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,10:05,00:05,2,12,0,5,0,, - , - , - , - , - , - , - , - , 1 ,200,667, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah,
,106,16/Januari/2013  (Rabu),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,13:00,"Jl. Green garden, Blok N5 15A",,,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,13:03,00:03,2,9,0,4,15,, - , - , - , - , - , - , - , - , - ,0,0, - ,Evakuasi korban banjir yang masih terjebak di dalam rumah,
