,No,Tanggal,Keterangan JKB,Sumber Informasi,Waktu Informasi,Alamat Kejadian, RT , RW ,Kelurahan,Kecamatan,Wilayah,Objek Kejadian Awal,Kode Objek Bencana,Kategori Objek Bencana,Objek Kejadian Lainnya,Kode Objek Bencana Lainnya,Kategori Objek Bencana Lainnya,ID Bang,Jenis Bangunan,ID Sebab,Sebab Kejadian,Keterangan Sebab Kejadian,Waktu Respon,Menit Respon,JUMLAH UNIT,JUMLAH SDM,Lama Operasi -  Hari,Lama Operasi - Jam,Lama Operasi -  Menit,Luas Area Kejadian,Petugas Mati,Petugas  Luka,Masyarakat Mati,Masyarakat Luka,Objek BP,Objek BUP,Objek BI,Objek KD,Objek LN,Jumlah KK,Jumlah Jiwa, Taksiran Kerugian ,Kronologis Kejadian,Keterangan
,1427,05/Nopember/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,15:15,Jl. Mabes TNI No.7, 6 , 4 ,Cilangkap,Cipayung, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,15:20,00:05,1,5,0,0,25,, - , - , - , - , - , - , - , - , 1 ,,,,"Akibat dari angin kencang, satu pohon tumbang ke jalan menimpa kabel listrik",
,1428,05/Nopember/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Pemadam,18:35,Jl. TB Simatupang Gg. Nanbika, 6 , 5 ,Tanjung Barat,Jagakarsa, Kota Administrasi Jakarta Selatan,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,18:40,00:05,2,10,0,0,48,, - , - , - , - , - , - , - , - , 1 ,,,,"Akibat dari angin kencang, hingga pohon tumbang ke jalan ",
,1429,05/Nopember/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,15:20,Jl. Anggur No.7, 3 , 4 ,Kelapa Dua Wetan,Ciracas, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,15:25,00:05,1,5,0,0,45,, - , - , - , - , - , - , - , - , 1 ,,,,"Akibat angin kencang, pohon tumbang ke jalan menimpa mobil Daihatsu Xenia B 7695 UG",
,1430,05/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,13:30,Jl. Benyamin Suaeb,,,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara,Bak Sampah,LN,Lain-Lain,,,,,,RK,Rokok,Puntung Rokok,13:36,00:06,1,5,0,0,15,4, - , - , - , - , - , - , - , - , 1 ,,,,"Akibat dari orang yang membuang puntung rokok ke tumpukan sampah, hingga terbakar",
,1431,05/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,22:05,Jl. Cacing Raya Komp. Kali Gendong, 3 , 5 ,Rorotan,Cilincing, Kota Administrasi Jakarta Utara,Lapak Madura,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,22:11,00:06,15,75,0,1,35,250, - , - , - , - , 6 , - , - , - , - ,6,18," 40,000,000 ","Diduga hubungan pendek arus listrik di atas plafon rumah, hingga terjadi kebakaran",
,1432,06/Nopember/2013  (Rabu),Bencana Kebakaran,Masyarakat,12:20,Jl. Raya Pemuda,,,Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur,Mobil Sedan Altis,KD,Kendaraan,,,,,,LS,Listrik,Korsleting Listrik,12:25,00:05,1,5,0,0,25,, - , - , - , - , - , - , - , 1 , - ,,," 10,000,000 ",Hubungan singkat pada kabel Accu Timbul api menyambar mesin sehingga sebagian mobil terbakar,B 1003 AW
,1433,06/Nopember/2013  (Rabu),Bencana Kebakaran,Masyarakat,20:55,Jl. KR Rajiman, 1 , 6 ,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur,Gardu Travo Gantung,LN,Lain-Lain,,,,,,LS,Listrik,Korsleting Listrik,21:00,00:05,3,15,0,0,40,, - , - , - , - , - , - , - , - , 1 ,,,,"Hubungan singkat di dalam kabel bawah tanah menyambar travo yang ada di gardu, kemudian terbakar",Kerugian dalam penyelidikan
,1434,06/Nopember/2013  (Rabu),Bencana Kebakaran,Masyarakat,23:25,Jl. Slamet Ryadi IV, 11 , 4 ,Kebon Manggis,Matraman, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,Rumah Tinggal,BP,Bangunan Perumahan,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,23:28,00:03,23,115,0,2,15,360, - , 1 , - , - , 20 , - , - , - , - ,20,80," 900,000,000 ","Hubungan singkat pada kabel di atas plafon, timbul api sehingga api membesar, 20 unit rumah terbakar",
,1435,06/Nopember/2013  (Rabu),Bencana Kebakaran,Masyarakat,17:00,Jl. Cempaka Baru X No.12, 5 , 7 ,Cempaka Baru ,Kemayoran, Kota Administrasi Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Kompor Meledak,17:04,00:04,14,70,0,0,30,6, - , - , - , - , - , - , - , - , - ,1,20," 5,000,000 ",Kompor gas yang sedang dipergunakan tiba-tiba meledak sehingga sebagian dapur terbakar,
,1436,07/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,04:45,Jl. Sumur Bor, 4 , 12 ,Kalideres,Kalideres, Kota Administrasi Jakarta Barat,Warung Klontong,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,04:50,00:05,15,75,0,1,5,96, - , - , - , - , - , 1 , - , - , - ,1,3," 96,000,000 ","Hubungan singkat di atas plafon, api membesar sehingga satu warung klontong terbakar",
,1437,07/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,22:10,Jl. Kamal Raya, 4 , 2 ,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat,Ruang kantor,BI,Bangunan Industri,Sebagian Laboraturium,BI,Bangunan Industri,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,22:17,00:07,21,105,0,0,40,100, - , - , - , - , - , - , 2 , - , - ,,," 30,000,000 ","Terjadi konsleting pada instalasi listrik di atas plafon, sehingga mengakibatkan kebakaran.",Yang terbakar sebagian ruang kantor dan sebagian laboraturium.
,1438,08/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,09:05,Jl. Kepu, 4 , 1 ,Pegangsaan Dua,Kelapa Gading, Kota Administrasi Jakarta Utara,Tabung Gas,LN,Lain-Lain,,,,,,LN,Lain,Percikan Api Las,09:10,00:05,1,5,0,0,25,, - , - , - , 1 , - , - , - , - , 1 ,,," 500,000 ","Akibat dari orang yang sedang mengelas, percikan apinya mengenai tabung gas, hingga terbakar",Korban Luka : Bpk Cieng (28th)
,1439,08/Nopember/2013  (Jumat),Bencana Kebakaran,Masyarakat,19:50,Jl. Galur Sari Raya No.20, 13 , 1 ,Utan Kayu Selatan,Matraman, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,20:05,00:15,13,65,0,0,45,30, - , - , - , 1 , 1 , - , - , - , - ,1,3," 100,000,000 ",Diduga adanya korsleting pada instalasi listrik di salah satu ruang rumah hingga terjadi kebakaran,Korban Luka : Bpk. Didi (30th)
,1440,08/Nopember/2013  (Jumat),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,16:30,Jl. Raya Bogor, 11 , 5 ,Rambutan,Ciracas, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Disertai Angin Kencang,16:30,00:00,1,5,0,0,5,, - , - , - , - , - , - , - , - , 1 ,,,,Akibat hujan deras disertai angin kencang sehingga satu pohon tumbang ke jalan,
,1441,09/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,08:30,Jl. Boulevard Raya Blok TT.2 No.12-16, 10 , 15 ,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara,Panel Listrik,LN,Lain-Lain,,,,,,LS,Listrik,Konsleting Listrik,08:40,00:10,6,30,0,0,30,1, - , - , - , - , - , - , - , - , 1 ,,," 1,000,000 ","Hubungan arus pendek pada panel listrik, timbul api sehingga sebagian panel listrik terbakar",
,1442,09/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,14:55,Jl. Perempatan Pasar Permai,,,Rawa Badak Selatan,Koja, Kota Administrasi Jakarta Utara,Mobil KWK 07,KD,Kendaraan,,,,,,LS,Listrik,Konsleting Accu,15:00,00:05,2,10,0,0,20,, - , - , - , 4 , - , - , - , 1 , - ,,," 70,000,000 ","Hubungan singkat pada kabel accu timbul api, menyambar karburator, sehingga api membesar, satu unit kwk terbakar",
,1443,09/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,22:10,Jl. Kesadaran 1, 1 , 1 ,Cipinang,Pulogadung, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Lilin,22:15,00:05,1,5,0,0,10,25, - , - , - , - , 1 , - , - , - , - ,1,2," 10,000,000 ","Lilin jatuh mengenai kasur, Sehingga api membesar dan rumah tinggal Dilantai 2 terbakar",
,1444,09/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,16:10,Jl. Puri Raya,,,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat,Ruko,BU,Bangunan Umum dan Perdagangan,Genset,LN,Lain-Lain,,,LS,Listrik,Konsleting Listrik,16:15,00:05,12,60,0,0,20,20, - , - , - , 1 , - , 1 , - , - , 1 ,,," 200,000,000 ","Hubungan singkat pada mesin genset, timbul api sehingga satu buah mesin genset terbakar",
,1445,10/Nopember/2013  (Minggu),Bencana Kebakaran,Masyarakat,22:45,Jl. Komarudin, 3 , 2 ,Cakung Timur,Cakung, Kota Administrasi Jakarta Timur,Truck Container,KD,Kendaraan,,,,,,LS,Listrik,Konsleting pada kelistrikan container,23:00,00:15,2,10,0,0,45,36, - , - , - , - , - , - , - , 1 , - ,,," 125,000,000 ",Terjadi konsleting pada kelistrikan truck container yang digunakan sebagai tempat istirahat supir yang di lengkapi kasur. Api membakar kasur dan membesar. Sehingga membakar container.,
,1446,10/Nopember/2013  (Minggu),Bencana Kebakaran,Masyarakat,21:45,"Jl. BDN 2, Blok B, No. 24", 3 , 11 ,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan,Kabel Udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Konsleting Listrik,21:50,00:05,1,5,0,0,45,, - , - , - , - , - , - , - , - , 1 ,,," 1,000,000 ","Terjadi konsleting pada kabel udara PLN, sehingga membakar kabel itu sendiri.",
,1447,11/Nopember/2013  (Senin),Bencana Kebakaran,Masyarakat,03:30,Jl. Karang Tengah Raya 2B, 5 , 4 ,Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan,Rumah Makan,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,03:35,00:05,15,75,0,1,0,300, - , - , - , - , - , 3 , - , - , - ,3,10," 900,000,000 ","Diduga terjadi konsleting pada instalasi diatas plafon salah satu rumah makan, sehingga mengakibatkan kebakaran.",3 unit rumah makan.
,1448,11/Nopember/2013  (Senin),Bencana Kebakaran,Masyarakat,11:30,Jl. Ciputat Raya,,,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Kabel Udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Kortleting Listrik,11:35,00:05,1,5,0,0,15,2, - , - , - , - , - , - , - , - , 1 ,,," 200,000 ","Diduga adanya arus pendek listrik pada kabel udara PLN, hingga timbul percikan api dan terbakar",
,1449,11/Nopember/2013  (Senin),Bencana Kebakaran,Masyarakat,13:15,Jl. Pluit Karang Timur, 13 , 15 ,Pluit,Penjaringan, Kota Administrasi Jakarta Utara,Rumah Pompa,LN,Lain-Lain,,,,,,LS,Listrik,Kortleting Listrik,13:20,00:05,3,15,0,1,10,60, - , - , - , - , - , - , - , - , 1 ,,," 10,000,000 ",Diduga dari hubungan arus pendek listrik diatas plapon menyambar bahan yang mudah terbakar dan membesar,
,1450,12/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,02:20,Jl. Beli no. 26, 9 , 10 ,Pekayon,Pasar Rebo, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,02:30,00:10,5,25,0,1,10,30, - , - , - , - , 1 , - , - , - , - ,,," 60,000,000 ",Diduga dari adanya hubungan arus pendek listrik diatas plapon menyambar bahan yang mudah terbakar dan membesar,
,1451,11/Nopember/2013  (Senin),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,18:30,Jl. TSS Jembatan Lima, 1 , 4 ,Duri Utara,Tambora, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,18:35,00:05,1,5,0,1,0,, - , - , - , - , - , - , - , - , 1 ,,,,"Akibat angin kencang, satu pohon tumbang menimpa kabel listrik PLN",
,1452,11/Nopember/2013  (Senin),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,21:25,Jl. Rawa Buaya, 1 , 2 ,Rawa Buaya,Cengkareng, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,21:30,00:05,1,5,0,0,35,, - , - , - , - , - , - , - , - , 1 ,,,,"Akibat angin kencang, satu pohon tumbang ke jalan hingga menutupi jalan raya",
,1453,13/Nopember/2013  (Rabu),Bencana Kebakaran,Masyarakat,09:10,"Jln. Kesatriaan, Blok M no. 16", 1 , 7 ,Cilincing,Cilincing, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BM,Bangunan Menengah,KP,Kompor,Kompor Meledak,09:15,00:05,13,65,0,1,50,600, - , - , - , - , 9 , - , - , - , - ,11,44," 1,200,000,000 ","Kompor sedang dipergunakan tiba-tiba meledak, sehingga sebagian rumah tinggal terbakar",Pemilik Ibu Anis 46 Th.
,1454,13/Nopember/2013  (Rabu),Bencana Kebakaran,Petugas Pemadam,22:40,Jln. Pancoran Barat XI C no. 59, 5 , 3 ,Pancoran,Pancoran, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BM,Bangunan Menengah,LS,Listrik,Kortleting Listrik,22:45,00:05,15,75,0,1,10,150, - , - , - , - , 1 , - , - , - , - ,1,4," 450,000,000 ",Diduga terjadi fong pada kabel di atas plafon tempat penyimpanan barang - barang bekas sehingga terjadi kebakaran,Pemilik Ibu Mansiah 55 Th.
,1455,14/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,09:00,Jl. Raya Pondok Kelapa Barat Blok B7 No.8, 5 , 4 ,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur,Rumah Kosong,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Korsleting Listrik,09:05,00:05,1,5,0,0,5,12, - , - , - , - , 1 , - , - , - , - ,,,,Diduga hubungan pendek arus listrik di atas plapon hingga terjadi kebakaran,Dapat dipadamkan warga setelah unit meluncur
,1456,14/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,10:37,Jl. Buncit Raya No.20,,,Pejaten Barat,Pasar Minggu, Kota Administrasi Jakarta Selatan,Kabel Udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Hubungan Pendek Arus Listrik,10:40,00:03,1,5,0,0,8,1, - , - , - , - , - , - , - , - , 1 ,,," 100,000 ","Diduga adanya hubungan pendek arus listrik pada kabel udara PLN, hingga timbul percikan api dan membakar kabel",Padam dengan APAR
,1457,14/Nopember/2013  (Kamis),Bencana Kebakaran,Petugas Instansi Lain,11:20,Jl. Kramat Raya No.101,,,Paseban ,Senen, Kota Administrasi Jakarta Pusat,Genset ,LN,Lain-Lain,,,,,,LS,Listrik,Hubungan Pendek Arus Listrik,11:30,00:10,13,65,0,1,10,48, - , - , - , - , - , - , - , - , 1 ,,," 200,000,000 ",Diduga adanya hubungan pendek arus listrik pada mesin genset hingga timbul percikan api dan menyambar bahan yang mudah terbakar,
,1458,14/Nopember/2013  (Kamis),Bencana Kebakaran,Masyarakat,18:00,Jl. Pesing Koneng No.64, 9 , 8 ,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Hubungan Pendek Arus Listrik,18:05,00:05,0,0,0,0,5,9, - , - , - , - , 1 , - , - , - , - ,,," 10,000,000 ",Diduga hubungan pendek arus listrik di atas plapon rumah hingga terjadi kebakaran,Dapat dipadamkan warga sebelum unit meluncur
,1459,15/Nopember/2013  (Jumat),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:00,Jl. E, 3 , 1 ,Kelapa Dua,Kebun Jeruk, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,14:10,00:10,2,10,0,3,30,, - , - , - , - , - , - , - , - , 1 ,,,,Akibat hujan dan angin kencang sehingga dua pohon tumbang,
,1460,15/Nopember/2013  (Jumat),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,17:03,Jl. Ulujami," 7,9,13,19 ", 3 ,Ulujami,Pesanggrahan, Kota Administrasi Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Kali Pesanggrahan Meluap,17:10,00:07,2,10,0,1,22,, - , - , - , - , - , - , - , - , - ,3,30,,Akibat kali pesanggrahan meluap,
,1461,16/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,03:10,Jl. Semper Kebantenan No.1, 1 , 3 ,Semper Timur,Cilincing, Kota Administrasi Jakarta Utara,Tumpukan Besi Tua,LN,Lain-Lain,,,,,,LS,Listrik,Konsleting Listrik,03:20,00:10,11,55,0,0,50,24, - , - , - , - , - , - , - , - , 1 ,1,1," 10,000,000 ","Hubungan singkat pada stop kontak timbul api, sehingga menyambar tumpukan besi sebagian terbakar",
,1462,16/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,10:45,"Jl. Pulo Lentut, No. 3",,,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur,Limbah Batu Bara,BI,Bangunan Industri,,,,BR,Bangunan Rendah,LN,Lain,Akibat Bilet merah (hasil peleburan logam) yang terjatuh terkebab limbah batu bara,10:55,00:10,8,40,0,0,40,12, - , - , - , - , - , - , 1 , - , - ,,," 1,000,000 ","Diduga akibat Bilet Merah (Hasil peleburan Logam) terjatuh ke limbah batu bara, sehingga terjadi penyalaan api dan terbakar.",Api tidak menjalar kebangunan
,1463,16/Nopember/2013  (Sabtu),Bencana Kebakaran,Petugas Pemadam,12:40,Jl. Antasari, 5 , 1 ,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan,Rumah Tinggal penjaga sekolah,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,12:45,00:05,11,55,0,0,50,16, - , - , - , - , 1 , - , - , - , - ,1,3," 10,000,000 ","Akibat konsleting listrik diatas plafon, percikan api membakar bahan- bahan mudah terbakar, sehingga mengakibatkan kebakaran",Rumah penjaga Sekolah SDN 15 Pagi
,1464,16/Nopember/2013  (Sabtu),Bencana Kebakaran,Masyarakat,16:00,Jl. Anggrek, 10 , 2 ,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan,Kabel Udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Konsleting Listrik,16:05,00:05,1,5,0,0,45,, - , - , - , - , - , - , - , - , 1 ,,," 10,000,000 ","Akibat tertimpa pohon tumbang, menyebabkan terjadinya percikan api pada kabel udara PLN. Sehingga terjadi penyalaan api pada kabel udara PLN",
,1465,17/Nopember/2013  (Minggu),Bencana Kebakaran,Masyarakat,11:00,Jl. Tambora Raya no.10, 3 , 3 ,Tambora,Tambora, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,11:05,00:05,1,5,0,0,0,80, - , - , - , - , 1 , - , - , - , - ,,," 2,000,000 ",Diduga dari hubungan singkat arus pendek listrik menimbulkan percikan api lalu membesar.,
,1466,17/Nopember/2013  (Minggu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Instansi Lain,13:30,Jl. Kebon Jeruk 14, 14 , 5 ,Maphar,Tamansari, Kota Administrasi Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan dan Angin Kencang,13:40,00:10,6,30,0,3,50,, - , - , 1 , - , - , - , - , 1 , 1 ,,," 50,000,000 ",Akibat hujan dan angin kencang sehingga pohon tumbang mengenai rumah tinggal dan 1 unit mobil avanza yang terparkir,"1 unit mobil rusak, Korban Meninggal: DARUSALAM (25th)"
,1467,17/Nopember/2013  (Minggu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,13:40,Jl. Raya Bogor/ depan GOR Jak-Tim,,,Kalisari,Pasar Rebo, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan dan Angin Kencang,13:45,00:05,1,5,0,0,50,, - , - , - , - , - , - , - , - , 1 ,,,,Diduga dari hujan dan angin kencang sehingga pohon tumbang,
,1468,17/Nopember/2013  (Minggu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,13:48,JL. Jatinegara Timur,,,Kampung Mester/Melayu,Jatinegara, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan dan Angin Kencang,13:58,00:10,1,5,0,0,37,, - , - , - , - , - , - , - , - , 1 ,,,,Diduga dari hujan dan angin kencang sehingga pohon tumbang,
,1469,17/Nopember/2013  (Minggu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,14:40,Jl. Pembina V, 8 , 6 ,Pal meriam,Matraman, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan dan Angin Kencang,14:45,00:05,1,5,0,2,0,, - , - , - , - , - , - , - , - , 1 ,,,,Diduga dari hujan dan angin kencang sehingga pohon tumbang,
,1470,17/Nopember/2013  (Minggu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,14:45,Jl. Malaka Rya no.7, 6 , 7 ,Munjul,Cipayung, Kota Administrasi Jakarta Timur,Pohon Tumbang,Ln,Lain-Lain,,,,,,LN,Lain,Hujan dan Angin Kencang,14:50,00:05,1,5,0,1,0,, - , - , - , - , - , - , - , - , 1 ,,," 5,700,000 ",Akibat hujan dan angin kencang sehingga pohon tumbang mengenai rumah tinggal,Pemilik Rumah Rosda Sihombing
,1471,18/Nopember/2013  (Senin),Bencana Kebakaran,Masyarakat,01:10,Jl. Kapuk Muara, 6 , 1 ,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,01:16,00:06,11,55,0,1,20,100, - , - , - , - , 3 , 1 , - , - , - ,13,30," 60,000,000 ",Diduga dari hubungan arus pendek listrik diatas plapon menyambar bahan yang mudah terbakar dan membesar,
,1472,18/Nopember/2013  (Senin),Bencana Kebakaran,Masyarakat,02:30,Jl. Galur I, 12 , 2 ,Kampung Rawa ,Johar Baru, Kota Administrasi Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,02:38,00:08,15,75,0,1,0,25, - , - , - , - , 2 , - , - , - , - ,2,12," 100,000,000 ","Akibat warga tawuran, melempar botol molotov, mengenai bensin yang di jual eceran dan api membesar",
,1473,18/Nopember/2013  (Senin),Bencana Kebakaran,Petugas Pemadam,13:00,Jl. Raya Plumpang Semper, 9 , 3 ,Tugu Selatan,Koja, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,Lapak Barang Bekas,BU,Bangunan Umum dan Perdagangan,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,13:10,00:10,21,105,0,4,40,"1,200", - , - , - , - , 1 , 1 , - , - , - ,2,7," 500,000,000 ",Diduga berasal dari percikan api sehigga membesar kemudian menyambar bahan mudah terbakar dan membesar                                                    ,
,1474,18/Nopember/2013  (Senin),Bencana Kebakaran,Masyarakat,15:40,Jl. Ancol Barat Raya , 2 , 1 ,Ancol,Pademangan, Kota Administrasi Jakarta Utara,Gardu Listrik,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,15:45,00:05,2,10,0,0,30,6, - , - , - , - , - , 1 , - , - , - ,,," 3,000,000 ",Diduga berasal dari percikan api akibat konsleting listrik yang kemudian tiba-tiba meledak dan menghanguskan sebagian gardu listrik,
,1475,19/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,03:20,Jl. Mangga 4 B1, 5 , 7 ,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat,Gardu Listrik,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Kortleting Listrik,03:25,00:05,3,15,0,1,20,12, - , - , - , - , - , 1 , - , - , - ,,," 100,000,000 ",Diduga berasal dari percikan api akibat konsleting listrik yang kemudian tiba-tiba meledak dan menghanguskan sebagian gardu listrik,
,1476,19/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,11:40,"Jl. Kp. Gusti Raya, No. 50", 3 , 15 ,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,BP,Bangunan Perumahan,BR,Bangunan Rendah,KP,Kompor,Kebocoran Gas,11:45,00:05,3,15,0,0,20,36, - , - , - , - , 1 , - , - , - , - ,1,15," 15,000,000 ",Diduga terjadi kebocoran pada saluran Gas LPG pada kompor gas & terjadi percikan api sehingga mengakibatkan kebakaran,"Pemilik Bp. H. Murdani, 60 Th."
,1477,19/Nopember/2013  (Selasa),Bencana Kebakaran,Masyarakat,14:55,Jl. Tol TB. Simatupang,,,Gedong,Pasar Rebo, Kota Administrasi Jakarta Timur,Mobil Bus,KD,Kendaraan,,,,,,LS,Listrik,Accu Kendaraan,15:05,00:10,3,15,0,1,0,, - , - , - , - , - , - , - , 1 , - ,,," 250,000,000 ","Diduga terjadi hubungan arus pendek pada Accu, percikan api membesar dan membakar seluruh body Bus Lur Agung E 7560 Y","Pengemudi Bp. Yahya, 50 Th."
,1478,19/Nopember/2013  (Selasa),Bencana Kebakaran,Petugas Instansi Lain,17:30,"Jl. Pangeran Jayakarta, Blok A, No. 21", 1 , 2 ,Pinangsia,Tamansari, Kota Administrasi Jakarta Barat,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Perambatan dari pembakaran sampah,17:35,00:05,2,10,0,0,35,10, - , - , - , - , - , 1 , - , - , - ,,," 20,000,000 ","Tempat sampah yang terbakar di lantai 1, tiba- tiba terjadi perambatan dan api menyambar plafon ruko.",
