no,tanggal,keterangan_jkb,sumber_informasi,waktu_informasi,alamat_kejadian,rt,rw,kelurahan,kecamatan,wilayah,objek_kejadian_awal,kode_objek_bencana,kategori_objek_bencana,objek_kejadian_lainnya,kode_objek_bencana_lainnya,kategori_objek_bencana_lainnya,id_bangunan,jenis_bangunan,id_sebab,sebab_kejadian,keterangan_sebab_kejadian,waktu_respon,menit_respon,jumlah_unit,jumlah_sdm,lama_operasi_hari,lama_operasi_jam,lama_operasi_menit,luas_area_kejadian,petugas_mati,petugas_luka,masyarakat_mati,masyarakat_luka,objek_bp,objek_bup,objek_bi,objek_kd,objek_ln,jumlah_kk,jumlah_jiwa,taksiran_kerugian,kronologis_kejadian,keterangan
903,6/24/2013,Bencana Kebakaran,Masyarakat,16:00,komplek pemako Tanah Pasir,10,7,Penjaringan,Penjaringan,Jakarta Utara,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,16:05,5,17,85,0,0,50,48,0,0,0,1,-,1,-,-,-,0,0,50000000,Di duga dari hubungan singkat arus Pendek sehingga ruko terbakar,
904,6/24/2013,Bencana Kebakaran,Masyarakat,17:05,Tebet Timur 2c no.2,7,5,Tebet Timur,Tebet,Jakarta Selatan,Rumah tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,17:10,5,2,10,0,0,35,2,0,0,0,0,1,-,-,-,-,1,6,1000000,Di duga dari hubungan singkat harus pendek sehingga membakar plafon rumah,
905,6/24/2013,Bencana Kebakaran,Masyarakat,23:30,M. Kahfi 2 Gg. Mangga,7,1,Jagakarsa,Jagakarsa,Jakarta Selatan,Kabel udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,23:36,6,1,5,0,0,29,2,0,0,0,0,-,-,-,-,1,0,0,2000000,Diduga konsleting Listrik pada kabel PLN sehingga kabel PLN terbakar,
906,6/25/2013,Bencana Kebakaran,Masyarakat,1:40,Bendi raya,11,4,Kebayoran Lama Selatan,Kebayoran Lama,Jakarta Selatan,Bangunan Umum,BU,Bangunan Umum dan Perdagangan,,,,,,LN,Lain,Disengaja,1:45,5,1,5,0,0,20,9,0,0,0,0,-,1,-,-,-,0,0,5000000,"Diduga karena sengaja dibakar orang, Posko FBR terbakar",
907,6/25/2013,Bencana Kebakaran,Masyarakat,2:40,Kamal Raya No.25,8,1,Tegal Alur,Kalideres,Jakarta Barat,Rumah tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,2:45,5,5,25,0,0,45,72,0,0,0,0,-,1,-,-,-,1,6,50000000,Di duga dari hubungan singkat harus pendek sehingga membakar plafon rumah,
908,6/25/2013,Bencana Kebakaran,Masyarakat,7:00,"Jl. Poncol, Gg. Asem",14,9,Ciracas,Ciracas,Jakarta Timur,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Gas,7:06,6,1,5,0,0,20,6,0,0,0,0,1,-,-,-,-,1,4,5000000,"Diduga terjadi kebocoran pada pipa gas LPG, sehingga mengakibatkan kebakaran yang menghabiskan sebagian rumah kontrakan.",petugas datang hanya untuk mengambil data.
909,6/25/2013,Bencana Kebakaran,Masyarakat,20:54,Jl. Remaja,8,1,Ceger,Cipayung,Jakarta Timur,Kabel udara PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,21:02,8,1,5,0,0,21,,0,0,0,0,-,-,-,-,1,0,0,1000000,"Terjadi konsleting pada kabel udara PLN, sehingga membakar kabel itu sendiri.",
910,6/26/2013,Bencana Kebakaran,Masyarakat,8:15,Jl. Keting 42,6,10,Pejagalan,Penjaringan,Jakarta Utara,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,8:20,5,21,105,0,3,30,216,0,0,4,1,-,1,-,-,-,1,8,1000000000,"Diduga dari akibat hubungan pendek arus listrik pada plapon menyambar bahan yang mudah terbakar hingga membesar, ","korban meninggal 4 ( Parni[30thn], Ae Chen[60thn], Leny[30thn], Adelin[2,5] ), dan korban luka Lina(35thn)"
911,6/26/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Pemadam,9:15,Jl. Luar Batang RW.3,,,Penjaringan,Penjaringan,Jakarta Utara,Gladi Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,,,,,,0,3,0,2,45,,0,0,0,0,-,-,-,-,-,0,0,NA,Gladi kebakaran Padat Hunian,
912,6/26/2013,Bencana Kebakaran,Petugas Pemadam,14:30,Jl. Menvo Dalam no. 87,6,10,Tegal Alur,Kalideres,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,14:38,8,21,105,0,1,30,180,0,0,0,0,20,-,-,-,-,20,31,120000000,"Diduga dari arus pendek listrik diatas plapon pada salah satu rumah petak, sehingga api membesar dan merambat ke rumah yang lain.",rumah kontrakan 20 pintu
913,6/26/2013,Bencana Kebakaran,Masyarakat,22:00,Jl. Tebet Timur Dalam 5D. No.16,6,5,Tebet Timur,Tebet,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,22:05,5,16,80,0,1,0,144,0,0,0,0,1,-,-,-,-,1,5,500000000,"Diduga dari arus pendek listrik diatas plapon, meninggalkan percikan api dan membesar",rumah 3 lantai
914,6/26/2013,Bencana Kebakaran,Masyarakat,22:45,Jl. Gunung Sahari Raya No.3,,,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,Hotel Sheraton Media,BU,Bangunan Umum dan Perdagangan,,,,BT,Bangunan Tinggi,LS,Listrik,Arus Pendek Listrik,22:49,4,17,85,0,2,15,20,0,0,0,0,-,1,-,-,-,0,0,200000000,terjadinya hubungan arus pendek listrik pada ruang karoeke menyambar pada bahan yang mudah terbakar dan membesar,
915,6/26/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Pemadam,18:25,"Jl. Sekertaris, Pinggir Kali",6,5,Kemanggisan,Palmerah,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,18:30,5,1,5,0,0,35,,0,0,0,0,-,-,-,-,1,0,0,NA,Akibat hujan dan angin kencang sehinggga pohon tumbang,
916,6/27/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,15:30,Jl. H. Kamaq,6,10,Pondok Labu,Cilandak,Jakarta Selatan,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Arus Pendek Listrik,15:36,6,3,10,0,1,9,,0,0,0,0,-,-,-,-,1,0,0,NA,"Hujan deras disertai angin kencang, sehingga satu pohon tumbang menimpa sepeda motor dan mobil Grand Livina B 2198 YN",
917,6/27/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,15:50,Jl. Tebet Barat IV,,,Tebet Barat,Tebet,Jakarta Selatan,Ruko,LN,Lain-Lain,,,,,,LN,Lain,Arus Pendek Listrik,15:56,6,1,5,0,0,40,,0,0,0,0,-,-,-,-,1,0,0,NA,"Hujan deras disertai angin kencang, sehingga satu pohon tumbang menghalangi jalan",
918,6/27/2013,Bencana Kebakaran,Masyarakat,20:35,Jl. Pademangan Timur Raya IV Gg.34,15,1,Pademangan Timur,Pademangan,Jakarta Utara,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,20:40,5,27,135,0,2,0,100,0,0,0,0,-,1,-,-,-,1,25,1000000000,"Hubungan singkat di atas plafon, api membesar sehingga satu bangunan ruko terbakar",
919,6/28/2013,Bencana Kebakaran,Masyarakat,6:05,Jl. Tentara Pelajar Rukan Patal Senayan Blok D 35-36,,,Senayan,Kebayoran Baru,Jakarta Selatan,Rukan/Ruko berlantai IV,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,6:15,10,15,75,0,1,10,,0,0,0,0,-,-,-,-,-,0,0,NA,,
920,6/28/2013,Bencana Kebakaran,Masyarakat,15:05,Jl. Budi Mulya Hidup Baru 10,5,3,Pademangan Timur,Pademangan,Jakarta Utara,Gudang,BI,Bangunan Industri,,,,BR,Bangunan Rendah,LN,Lain,Percikan Las,15:10,5,4,20,0,0,20,12,0,0,0,0,-,-,1,-,-,0,0,2000000,Diduga terjadi kebakaran disebabkan oleh percikan dari mesin las yang mengenai Tiner dan mengakibatkan kebakaran,
921,6/28/2013,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,20:45,Jl. Jembatan kali mati,7,6,Karet Tengsin,Tanah Abang,Jakarta Pusat,Evakuasi korban,LN,Lain-Lain,,,,BR,Bangunan Rendah,LN,Lain,Petasan,20:50,5,2,10,0,4,45,,0,0,0,0,-,-,-,-,-,0,1,NA,Diduga korban tenggelam karena bermain petasan di pinggir kali bersama ke 2 teman nya dan korban terpeleset ke kali,
922,6/28/2013,Bencana Kebakaran,Masyarakat,15:40,Jl. Amal 1,9,4,Palmerah,Palmerah,Jakarta Barat,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,15:44,4,7,35,0,0,40,600,0,0,0,0,4,-,-,-,-,4,8,350000000,"Terjadi konsleting listrik pada plafon di lantai 2, sehingga menyebabkan kebakaran.",
923,6/29/2013,Bencana Kebakaran,Masyarakat,0:15,"Jl. Gang Karya II, No. 11",2,9,Menteng Atas,Setiabudi,Jakarta Selatan,Rumah Tinggal (Dapur),BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,0:17,2,1,5,0,0,30,8,0,0,0,0,1,-,-,-,-,1,4,20000000,"Diduga terjadi konsleting pada instalasi listrik dalam rumah, sehingga menyebabkan kebakaran.",
924,6/29/2013,Bencana Kebakaran,Petugas Pemadam,14:25,Jl. Pengukiran III,3,3,Pekojan,Tambora,Jakarta Barat,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,14:30,5,24,120,0,3,40,216,0,0,0,0,-,1,-,-,-,1,2,500000000,"Diduga korsleting listrik di lantai 1 (ruko 3 lt), hingga terjadi kebakaran",
925,6/29/2013,Bencana Kebakaran,Masyarakat,20:40,"MOI Kelapa Gading (Toko Pakaian Lt.1 Blok GF-F8), Jl. Boulevard Barat",,,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,Mall Of Indonesia,BU,Bangunan Umum dan Perdagangan,,,,BT,Bangunan Tinggi,LS,Listrik,Arus Pendek Listrik,20:45,5,12,60,0,1,25,49,0,0,0,0,-,1,-,-,-,0,0,750000000,"Akibat korsleting listrik pada stop kontak, menyambar bahan yang mudah terbakar hingga membesar",
926,6/29/2013,Bencana Kebakaran,Petugas Pemadam,10:45,Jl. SKIP II,13,2,Sunter Jaya,Tanjung Priok,Jakarta Utara,Gladi Hunian Padat,LN,Lain-Lain,,,,BR,Bangunan Rendah,LN,Lain,,10:50,5,4,20,0,1,15,,0,0,0,0,-,-,-,-,-,0,0,NA,Gladi Hunia Padat,
927,6/30/2013,Bencana Kebakaran,Masyarakat,9:40,Jl. Taman Golf Timur ii Blok BI No.7,4,3,Kamal Muara,Penjaringan,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,9:50,10,12,60,0,1,25,50,0,0,0,0,1,-,-,-,-,2,12,200000000,"Hubungan singkat di atas plafon, api membesar menyambar dinding, satu bangunan rumah tinggal habis terbakar",
928,6/30/2013,Bencana Kebakaran,Masyarakat,12:00,Jl. Pelabuhan Kali Baru,2,8,Kalibaru,Cilincing,Jakarta Utara,Gudang Penyimpanan Kayu,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LN,Lain,Api Tabunan,12:05,5,16,80,0,2,30,400,0,0,0,0,-,1,-,-,-,0,0,200000000,Api tabunan membesar sehingga merambat ke tumpukan kayu dalam gudang sehingga satu bangunan gudang terbakar,
929,6/30/2013,Bencana Kebakaran,Masyarakat,20:40,Pt. GSB (Gerbang Sarana Baja) Jl. H. Malik,8,3,Sukapura,Cilincing,Jakarta Utara,Suhblasting,BI,Bangunan Industri,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,20:45,5,15,75,0,1,20,150,0,0,0,0,-,-,1,-,-,0,0,500000000,Diduga berasal dari konsleting listrik menyambar cairan anti karat dan membesar sehingga terjadi kebakaran,
930,6/30/2013,Bencana Kebakaran,Masyarakat,21:30,Jl. Rorotan,4,8,Rorotan,Cilincing,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,21:40,10,2,10,0,1,0,96,0,0,0,0,2,-,-,-,-,0,0,75000000,Diduga berasal dari konsleting listrik menyambar plafon dan membesar sehingga terjadi kebakaran,
931,6/30/2013,Pertolongan Gawat Darurat (Ambulan Paramedik),Masyarakat,10:10,Jl. Tebet Timur Dalam No.24,9,4,Tebet Timur,Tebet,Jakarta Selatan,Evakuasi Biawak,LN,Lain-Lain,,,,,,LN,Lain,,10:10,0,1,5,0,0,15,,0,0,0,0,-,-,-,-,1,0,0,NA,Biawak Masuk Rumah,
932,6/30/2013,Bencana Kebakaran,Masyarakat,17:25,Jl. Swadarma I,5,3,Ulujami,Pesanggrahan,Jakarta Selatan,Rumah Tinggal II Lantai,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,17:30,5,13,65,0,2,5,800,0,0,0,0,1,-,-,-,-,0,0,1000000000,Diduga berasal dari konsleting listrik menyambar plafon dan membesar sehingga terjadi kebakaran di latai II dan III,
933,6/30/2013,Bencana Kebakaran,Masyarakat,1:55,JL. Asirot Gg. Damai,5,1,Sukabumi Selatan,Kebun Jeruk,Jakarta Barat,Kabel PLN,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,1:58,3,1,0,0,0,25,2,0,0,0,0,-,-,-,-,1,0,0,2000000,Karena hunbungan arus pendek pada kabel sehingga kabel PLN terbakar,
934,6/30/2013,Bencana Kebakaran,Masyarakat,22:55,Jl. D. P. S.,12,6,Johar Baru,Johar Baru,Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,22:59,4,21,80,0,0,50,66,0,0,0,0,1,-,-,-,-,2,8,250000000,"Akibat korsleting listrik pada stop kontak, menyambar bahan yang mudah terbakar hingga membesar",
935,7/1/2013,Bencana Kebakaran,Petugas Instansi Lain,18:50,Jl. Bukit Duri Pangkalan,5,12,Bukit Duri,Tebet,Jakarta Selatan,Masjid Al-Hidayat,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,19:00,10,3,15,0,0,20,,0,0,0,0,-,1,-,-,-,0,0,300000,"Terjadi konsleting listrik pada kipas angin gantung di dalam masjid, mengakibatkan kebakaran",
936,7/1/2013,Bencana Kebakaran,Masyarakat,20:05,Jl. Kali Anyar 1,4,9,Kali Anyar,Tambora,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,20:10,5,32,47,0,1,5,40,0,0,0,0,1,-,-,-,-,1,7,50000000,"Diduga terjadi konsleting pada AC di lantai 2, kemudian merambat ke kain sablonan. Sehingga mengakibatkan kebakaran.",
937,7/2/2013,Bencana Kebakaran,Petugas Instansi Lain,2:25,"Jl. Mas Putih D, No. 49",9,8,Grogol Utara,Kebayoran Lama,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Hujan Deras Angin Kencang,2:30,5,15,75,0,1,35,500,0,0,0,0,1,-,-,-,-,1,5,1000000000,"Diduga terjadi konsleting listrik pada instalasi listrik di dalam gudang di lantai 2. Api dengan cepat membesar, sehingga mengakibatkan kebakaran.",
938,7/2/2013,Bencana Kebakaran,Masyarakat,14:28,Jl. Krendang Utara III,2,2,Krendang,Tambora,Jakarta Barat,Ruko 3 Lantai,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,14:33,5,28,140,0,0,47,180,0,0,0,0,-,1,-,-,-,1,6,200000000,"Diduga korsleting listrik dari kipas angin, menimbulkan ledakan hingga membakar bahan yang mudah terbakar dan membesar",Ruko 3 Lantai (Sablon Dan Konveksi)
939,7/2/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,14:05,Jl. Jembatan 3 (Sisi Timur Jalur Busway),,,Penjaringan,Penjaringan,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:10,5,1,6,0,1,25,,0,0,0,0,-,-,-,-,1,0,0,NA,"Akibat angin kencang, sehingga satu pohon tumbang",
940,7/3/2013,Bencana Kebakaran,Masyarakat,4:20,Jl. Pulo Gebang Indah,8,12,Pulo Gebang,Cakung,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,4:25,5,7,35,0,1,0,120,0,0,0,0,2,-,-,-,-,2,5,200000000,Diduga dari hubungan singkat arus listrik diatas plapon menimbulkan percikan api dan membesar,
941,7/3/2013,Bencana Kebakaran,Petugas Instansi Lain,18:50,Jl. Kayu Mas Raya,13,10,Pulogadung,Pulogadung,Jakarta Timur,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,18:55,5,34,155,0,1,40,300,0,0,0,1,30,-,-,-,-,50,150,900000000,"Hubungan singkat di atas plafon, api membesar menyambar dinding, 30 rumah tinggal habis terbakar",
942,7/4/2013,Bencana Kebakaran,Petugas Instansi Lain,19:45,Jl. R.A. Kartini,,,Cilandak Barat,Cilandak,Jakarta Selatan,Mobil Sedan,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,19:50,5,1,5,0,0,30,,0,0,0,0,-,-,-,1,-,0,0,10000000,"Terjadi konsleting listrik pada ACCU mobil, sehingga menyebabkan kebakaran pada bagian cup mobil",Mobil Sedan Suzuki Baleno (B 8067 TP). Pemilik Ibu Wike Budiarti
943,7/5/2013,Bencana Kebakaran,Petugas Pemadam,0:05,"Jl. Kelapa Cengkir Elok Timur DK 2, No. 16",14,9,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Gas,0:10,5,4,20,0,0,45,90,0,0,0,0,1,-,-,-,-,1,3,3000000000,"Terjadi kebocoran gas pada selang regulator, ketika kompor dinyalakan oleh pemilik rumah, menimbulkan ledakan dan membakar rumah tersebut.",Pemilik Bp. Andi 40 Th
944,7/5/2013,Bencana Kebakaran,Masyarakat,4:20,Jl. Dalam Gg. Talib,1,8,Krukut,Tamansari,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,,,0,0,0,0,10,25,0,0,2,3,1,-,-,-,-,1,5,10000000,Diduga terjadi hubungan arus pendek pada sebuah rangkaian panel listrik,Pemadaman dilakukan oleh masyarakat dengan APAR dan alat konvensional lainnya
945,7/5/2013,Bencana Kebakaran,Petugas Instansi Lain,14:40,Jl. Raya Plumpang No.28,,,Rawa Badak Selatan,Koja,Jakarta Utara,Hotel Cempaka,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,14:45,5,11,55,0,0,55,150,0,0,0,0,-,1,-,-,-,0,0,750000000,Akibat dari arus pendek pada plapon menyambar bahan yang mudah terbakar hingga membesar,
946,7/5/2013,Bencana Kebakaran,Masyarakat,16:55,Jl. Jaya Mandala No.5B,10,2,Menteng Dalam,Tebet,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Gas,17:00,5,2,10,0,0,50,9,0,0,0,0,1,-,-,-,-,0,2,3000000,"Akibat dari bocornya gas (pada rangkaian kompor gas), sehingga membakar benda di sekitarnya yang menimbulkan asap tebal dan pekat",
947,7/6/2013,Bencana Kebakaran,Masyarakat,3:05,Jl. Talang-Talang,3,8,Tanjung Priok,Tanjung Priok,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,Lapak Kayu,BP,Bangunan Perumahan,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,3:12,7,21,105,0,3,5,750,0,0,1,0,1,-,-,-,-,6,15,850000000,Diduga hubungan arus pendek listrik di atas plapon dan membakar bahan yang mudah terbakar dan membesar,Korban Meninggal Bpk. Bahri (70th)
948,7/6/2013,Bencana Kebakaran,Masyarakat,12:00,Jl. H. Soleh II No.3,6,2,Sukabumi Selatan,Kebun Jeruk,Jakarta Barat,Ruamah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Kompor,12:05,5,1,4,0,0,15,18,0,0,0,0,1,-,-,-,-,0,0,2000000,"Kompor Gas Sedang Digunakan tiba-tiba regulator bocor menyambar dinding, api membakar sebagian dapur",
949,7/7/2013,Bencana Kebakaran,Masyarakat,5:30,Jl. Cikini Raya Komp.Taman Ismail Marzuki,,1,Cikini,Menteng,Jakarta Pusat,AC di lantai 1,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,5:33,3,20,75,0,2,0,36,0,0,0,0,-,-,-,-,1,0,0,180000000,Diduga terjadi kebakaran dari konsleting listrik di AC lantai 1 Fak. Seni Rupa,
950,7/7/2013,Bencana Kebakaran,Masyarakat,11:35,Jl. Gg. Swadaya no.21,2,5,Marunda,Cilincing,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,11:40,5,6,30,0,0,35,60,0,0,0,1,1,-,-,-,-,0,0,100000000,Terjadi korsleting listrik  pada instalasi diatas plafon yang membakar bahan mudah terbakar sehingga api membesar.,
951,7/7/2013,Bencana Kebakaran,Masyarakat,14:20,Jln. Kedoya Raya,,,Kedoya Selatan,Kebun Jeruk,Jakarta Barat,Mobil Sedan,KD,Kendaraan,,,,,,LN,Lain,Bensin,14:25,5,1,5,0,0,15,,0,0,0,0,-,-,-,1,-,0,0,20000000,"Terjadi kebocoran bensin pada tangki mobil, sehingga pada saat distater api menyambar bensin dan membakar mobil.",
952,7/7/2013,Bencana Kebakaran,Masyarakat,7:55,Jl. Ciledug Raya,,,Petukangan Selatan,Pesanggrahan,Jakarta Selatan,Mobil Taksi,KD,Kendaraan,,,,,,LN,Lain,Arus Pendek Listrik,8:00,5,1,5,0,0,20,,0,0,0,0,-,-,-,1,-,0,0,75000000,diduga terjadi korsleting pada kelistrikan mobil. Pada saat distater terjadi percikan api yang kemudian membakar mobil.,
953,7/8/2013,Bencana Kebakaran,Masyarakat,11:40,Jl. Bakti Mulya,,,Tegal Alur,Kalideres,Jakarta Barat,Gardu Listrik,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,11:48,8,2,10,0,0,20,1,0,0,0,0,-,-,-,-,1,0,0,200000000,Diduga dari hubungan arus pendek listrik dalam gardu listrik darurat PLN hingga terbakar,Pemadaman menggunakan APAR
954,7/8/2013,Bencana Kebakaran,Masyarakat,19:10,Jl. Dua Puluh No.22,5,10,Pejagalan,Penjaringan,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,19:17,7,10,50,0,0,50,120,0,0,0,0,1,-,-,-,-,1,1,30000000,"Diduga hubungan arus pendek listrik di atas plapon, membakar bahan yang mudah terbakar dan membesar",Pemilik Rumah Bpk. Richard (30th)
955,7/8/2013,Bencana Kebakaran,Masyarakat,21:10,Jl. Kober,7,2,Batu Ampar,Kramat Jati,Jakarta Timur,Kabel Gardu Listrik PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,21:20,10,1,5,0,0,20,9,0,0,0,0,-,-,-,-,1,0,0,500000,Akibat dari korsleting pada kabel gardu listrik hingga kabel terbakar,
956,7/8/2013,Bencana Kebakaran,Masyarakat,22:35,Jl. Janur Hijau Blok 1 No.22,3,15,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,22:40,5,2,10,0,0,25,24,0,0,0,0,1,-,-,-,-,0,0,20000000,Diduga hubungan arus pendek listrik pada box panel hingga membakar bahan yang mudah terbakar dan membesar,Pemilik Rumah Bpk. Cau Pan (50th)
957,7/9/2013,Bencana Kebakaran,Masyarakat,17:45,Jl. Menceng Raya No.39,3,11,Tegal Alur,Kalideres,Jakarta Barat,Tangki dan serbuk kayu,LN,Lain-Lain,,,,,,LN,Lain,Hawa Panas,17:52,7,14,70,0,1,45,16,0,0,0,0,-,-,-,-,1,0,0,15000000,"Akibat terjadi hawa panas didalam tangki yang berlebihan sehingga menimbulkan api, dan membakar serbuk kayu dalam tangki",
958,7/10/2013,Bencana Kebakaran,Petugas Instansi Lain,15:55,Jl. Setia Kawan,3,2,Tangerang,Tangerang,Kota Tangerang,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,16:05,10,1,5,0,0,50,180,0,0,0,0,1,,,,,3,12,150000000,"Diduga terjadi konsleting pada instalasi listrik dalam rumah, sehingga menyebabkan kebakaran.",
959,7/10/2013,Bencana Kebakaran,Petugas Pemadam,11:35,Jl. Raya Teluk Gong,6,9,Pejagalan,Penjaringan,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Gas,11:40,5,2,10,0,0,10,12,0,0,0,0,1,-,-,-,-,1,5,6000000,"Diduga terjadi kebocoran pada selang gas LPG, sehingga menyebabkan kebakaran",
960,7/10/2013,Bencana Kebakaran,Masyarakat,19:40,"Jl. Pluit Selatan 1, No. 55",21,6,Pluit,Penjaringan,Jakarta Utara,Ruko,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,19:45,5,23,95,0,0,50,90,0,0,0,0,-,1,-,-,-,1,7,300000000,"Diduga terjadi konsleting pada instalasi listrik dalam rumah, sehingga menyebabkan kebakaran.",
961,7/10/2013,Bencana Kebakaran,Masyarakat,20:25,Jl. Bendi Besar,11,10,Kebayoran Lama Utara,Kebayoran Lama,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,20:30,5,16,80,0,1,10,138,0,0,0,0,4,-,-,-,-,8,28,276000000,Diduga terjadi konsleting pada T- Duse plafon rumah kontrakan di lantai 2. Sehingga mengakibatkan kebakaran,1 Rumah dan 3 Kontrakan. Rumah Milik Ibu Tampu dan Kontrakan Milik Bp. Toni.
