no,tanggal,keterangan_jkb,sumber_informasi,waktu_informasi,alamat_kejadian,rt,rw,kelurahan,kecamatan,wilayah,objek_kejadian_awal,kode_objek_bencana,kategori_objek_bencana,objek_kejadian_lainnya,kode_objek_bencana_lainnya,kategori_objek_bencana_lainnya,id_bangunan,jenis_bangunan,id_sebab,sebab_kejadian,keterangan_sebab_kejadian,waktu_respon,menit_respon,jumlah_unit,jumlah_sdm,lama_operasi_hari,lama_operasi_jam,lama_operasi_menit,luas_area_kejadian,petugas_mati,petugas_luka,masyarakat_mati,masyarakat_luka,objek_bp,objek_bup,objek_bi,objek_kd,objek_ln,jumlah_kk,jumlah_jiwa,taksiran_kerugian,kronologis_kejadian,keterangan
578,3/6/2013,Bencana Kebakaran,Masyarakat,12:13,"Jl. Cempaka Putih Timur, No. 40",8,4,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,12:18,5,12,74,0,0,49,48,0,0,0,0,1,-,-,-,-,1,6,30000000,"Diduga akibat arus pendek yang terjadi pada installasi listrik, percikan api menyambar bahan yang mudah terbakar. Kemudian api membesar.",
579,3/6/2013,Bencana Kebakaran,Masyarakat,21:55,Jl. Bintaro Permai 4,14,6,Bintaro,Pesanggrahan,Jakarta Selatan,Kabel Udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,22:00,5,1,5,0,0,10,,0,0,0,0,-,-,-,-,1,0,0,500000,"Diduga terjadi korsluiting listrik pada kabel udara PLN, sehingga membakar beberapa meter kabel itu sendiri.",
580,3/7/2013,Bencana Kebakaran,Masyarakat,5:30,Jl. Rawa Bebek,11,1,Pulo Gebang,Cakung,Jakarta Timur,Tungku (Dapur Pabrik Tahu),BI,Bangunan Industri,,,,BR,Bangunan Rendah,KP,Kompor,Kompor,5:40,10,8,40,0,0,20,150,0,0,0,0,-,-,1,-,-,0,0,5000000,"Diduga akibat api tungku yang tidak terkendali, kemudian membakar bahan yang mudah terbakar yang ada di sekita tungku tersebut.",
581,3/7/2013,Bencana Kebakaran,Masyarakat,12:30,Jl. A1 No.45 Teluk Gong Dalam,11,10,Pejagalan,Penjaringan,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,12:36,6,16,80,0,1,45,150,0,0,0,0,20,-,-,-,-,24,78,800000000,Diduga dari hubungan singkat arus pendek pada exhaust menyambar bahan yang mudah terbakar hingga membesar,
582,3/7/2013,Bencana Kebakaran,Petugas Instansi Lain,13:30,Jl. Cakung Drain,1,7,Cakung Barat,Cakung,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,KP,Kompor,Gas,13:40,10,1,5,0,0,25,48,0,0,0,0,1,-,-,-,-,1,4,60000000,Kompor yang masih menyala ditinggal pemiliknya hingga terjadi kebakaran,
583,3/8/2013,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,19:15,Jl. Kampung Pendaingan/Sungai Elok,3,8,Penggilingan,Cakung,Jakarta Timur,Evakuasi anak tenggelam,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Tenggelam,19:20,5,3,15,0,5,0,,0,0,1,0,-,-,-,-,1,0,0,NA,Anak kecil sedang bermain dipinggir kali sungai elok kemudian tanpa diketahui sebab yang pasti anak tersebut tercebur ke ke kali sehingga diakukan pencarian dan sampai saat ini belum diketemukan,
584,3/8/2013,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat,21:45,Jl. Sungai Bambu,8,5,Sungai Bambu,Tanjung Priok,Jakarta Utara,Evauasi Sopir Truck,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi sopir Truck,21:50,5,3,15,0,1,0,,0,0,1,0,-,-,-,-,1,0,0,NA,"Tidak diketahui penyebabnya, seorang sopir Truck terjepit di antara ban belakang",
585,3/9/2013,Bencana Kebakaran,Masyarakat,3:45,Jl. H. Kari No.45,5,5,Setu,Cipayung,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,3:51,6,10,50,0,0,56,80,0,0,0,0,1,-,-,-,-,1,4,350000000,Terjadi hubungan singkat pada isntalasi listrik yang berada diatas plafon sehingga percikan apinya menyambar triplek dan membesar kemudian menjalar kebagian lainya,
586,3/9/2013,Bencana Kebakaran,Petugas Pemadam,8:18,Jln. K.H. Hasyim Ashari (Depan Roxi Mas),,,Cideng,Gambir,Jakarta Pusat,Kendaraan,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,8:22,4,2,13,0,0,42,3,0,0,0,0,-,-,-,1,-,0,0,1000000,Diduga akibat korsluiting pada system pengapian motor sehingga menyebabkan kebakaran,
587,3/10/2013,Bencana Kebakaran,Masyarakat,11:05,Jl. Tanjung Lengkong,15,7,Bidara Cina,Jatinegara,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,11:10,5,5,25,0,0,5,12,0,0,0,0,1,-,-,-,-,1,4,50000000,Diduga konsleting dari terminal sanyo (mesin pompa air) sehingga percikan apinya menyambar tumpukan kardus dan kasur,Dapat Diatasi Oleh Warga
588,3/10/2013,Bencana Kebakaran,Petugas Instansi Lain,7:40,Jl. Swadaya I No.35,3,9,Pejaten Timur,Pasar Minggu,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,7:42,2,3,15,0,0,10,110,0,0,0,0,1,-,-,-,-,3,9,50000000,Terjadi hubungan singkat pada isntalasi listrik yang berada diatas plafon sehingga percikan apinya menyambar triplek dan membesar kemudian menjalar kebagian lainya,Dapat Diatasi Oleh Warga
589,3/10/2013,Bencana Kebakaran,Masyarakat,19:20,Jl. Pasar Darurat No.4,2,12,Kapuk,Cengkareng,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,19:30,10,15,75,0,0,50,25,0,0,0,0,1,-,-,-,-,1,6,50000000,Terjadi hubungan singkat pada isntalasi listrik yang berada diatas plafon sehingga percikan apinya menyambar triplek dan membesar kemudian menjalar kebagian lainya,
590,3/11/2013,Bencana Kebakaran,Petugas Instansi Lain,23:15,Jl. D.I Panjaitan,,,Cawang,Kramat Jati,Jakarta Timur,Mobil Angkot F 1902 M,KD,Kendaraan,,,,,,LN,Lain,Arus Pendek Listrik,23:20,5,1,5,0,1,0,,0,0,0,0,-,-,-,1,-,0,0,80000000,"Konsleting pada kabel body, dan api langsung membesar, satu unit mobil angkot terbakar",
591,3/12/2013,Bencana Kebakaran,Masyarakat,3:50,Jl. Cilandak Raya KKO,14,8,Ragunan,Pasar Minggu,Jakarta Selatan,Kios / Toko,BU,Bangunan Umum dan Perdagangan,Kios / Toko,BU,Bangunan Umum dan Perdagangan,BR,Bangunan Rendah,KP,Kompor,Kompor,3:55,5,12,60,0,1,9,72,0,0,0,0,-,6,-,-,-,3,14,300000000,"Kompor gas yang sedang digunakan tiba-tiba meledak, api menyambar sehingga 6 kios terbakar habis",
592,3/12/2013,Bencana Kebakaran,Masyarakat,17:40,"Jl. H. Ismail, No 30",1,4,Cilandak Barat,Cilandak,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,17:45,5,14,70,0,1,20,21,0,0,0,0,1,-,-,-,-,1,5,100000000,Diduga akibat korsluiting listrik pada pengkabelan audio visual proyektor yang ada di lantai 2. Kemudian menyambar bahan2 yang mudah terbakar.,1 Ruang kerja bapak Muhammad (52Th)
593,3/12/2013,Bencana Kebakaran,Masyarakat,12:40,Jl. Salemba Bluntas,4,5,Paseban,Senen,Jakarta Pusat,"Rumah Tinggal, Sekolahan dan Ruang Prasarana Logistik RS. Carolous",BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,12:42,2,30,254,0,3,50,"3,249",0,0,1,1,54,1,1,-,-,54,300,4176000000,"Diduga akibat konsluiting pada warnet Bp. Ruskam, sehingga menyebabkan kenakaran yang merambat ke sekolah dan ruang prasarana logistik RS. Carolous.","Rumah Warga : 30 x 20 = 600m, Sekolahan : 7 x 7 = 49m, Ruang Logistik : 30 x 20 = 600m"
594,3/12/2013,Bencana Kebakaran,Masyarakat,22:40,Jl. C. Raya,2,3,Karang Anyar,Sawah Besar,Jakarta Pusat,Kabel udara PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,22:45,5,1,5,0,0,20,2,0,0,0,0,-,-,-,-,1,0,0,500000,"Diduga akibat konsluiting pada kabel udara PLN, Sehingga menyebabkan terbakarnya kabel PLN tersebut.",
595,3/13/2013,Bencana Kebakaran,Masyarakat,9:06,Jl. Raya kecapi No 1,9,5,Jagakarsa,Jagakarsa,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,9:11,5,3,15,0,0,24,6,0,0,0,0,1,-,-,-,-,1,5,5000000,Didudaga dari hubungan singkat arus pendek listrik diatas plapon sehingga menimbulkan percikan api dan membesar,
596,3/13/2013,Bencana Kebakaran,Masyarakat,12:10,Jl. Raya Cidodol Raya. 3B,5,11,Grogol Selatan,Kebayoran Lama,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,12:15,5,3,15,0,0,20,30,0,0,0,0,1,-,-,-,-,1,3,40000000,"Diduga akibat konsluiting pada warnet Bp. Ruskam, sehingga menyebabkan kenakaran yang merambat ke sekolah dan ruang prasarana logistik RS. Carolous.",
597,3/13/2013,Bencana Kebakaran,Masyarakat,13:25,Jl. Kepanduan 2 No. 19,4,5,Pejagalan,Penjaringan,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,13:35,10,31,155,0,1,50,750,0,0,0,0,15,-,-,-,-,30,200,3000000000,Diduga dari arus pendek listrik pada plapon menimbulkan percikan api dan menyambar bahan yang mudah tebakar dan membesar.,
598,3/14/2013,Bencana Kebakaran,Masyarakat,6:45,Jl. Gatot Subroto,,,Senayan,Kebayoran Baru,Jakarta Selatan,Gedung Pajak,BU,Bangunan Umum dan Perdagangan,,,,BT,Bangunan Tinggi,LS,Listrik,Arus Pendek Listrik,6:50,5,11,55,0,1,30,21,0,0,0,0,-,1,-,-,-,0,0,500000000,"Diduga aikibat konsluitng kabel panel di lantai 27, kemudian merambat ke lantai 28. Sehingga sebagian ruangan di lantai 28 terbakar.",
599,3/14/2013,Bencana Kebakaran,Masyarakat,19:00,Jl. Raya Condet,13,4,Batu Ampar,Kramat Jati,Jakarta Timur,Kabel udara PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,19:05,5,1,5,0,0,15,5,0,0,0,0,-,-,-,-,1,0,0,500000,,
600,3/14/2013,Bencana Kebakaran,Masyarakat,19:10,Jl. Asrama Kopassus,6,4,Baru,Pasar Rebo,Jakarta Timur,Kabel udara PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,19:11,1,1,5,0,0,15,5,0,0,0,0,-,-,-,-,1,0,0,500000,,
601,3/14/2013,Bencana Kebakaran,Masyarakat,20:43,Jl. Mushola Nurul Hikmah,3,10,Meruya Utara,Kembangan,Jakarta Barat,Kabel udara PLN,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,20:50,7,12,60,0,0,17,10,0,0,0,0,-,-,-,-,1,0,0,1000000,,
602,3/15/2013,Bencana Kebakaran,Masyarakat,11:55,Jl. Mangga Ujung No. 4,8,7,Utan Kayu Selatan,Matraman,Jakarta Timur,Kompor Gas,LN,Lain-Lain,,,,BR,Bangunan Rendah,KP,Kompor,Gas,11:57,2,1,5,0,0,5,,0,0,0,0,-,-,-,-,1,0,0,500000,Api dapat dipadamkan oleh warga,
603,3/15/2013,Bencana Kebakaran,Petugas Instansi Lain,12:15,"Jl. Ciputat Raya, Gg. Murni",4,7,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,HandPhone Meledak,LN,Lain-Lain,,,,BR,Bangunan Rendah,LN,Lain,HandPhone meledak,12:18,3,8,40,0,0,20,25,0,0,0,0,-,-,-,-,1,2,6,3000000,"Diduga akibat ledakan HandPhone yang sedang di charge, kemudian percikan api menyambar kasur. Api pun membesar dan membakar kasur serta lemari yang ada di sekitarnya.",
604,3/15/2013,Bencana Kebakaran,Masyarakat,20:35,"Jl. Pondok Aren 2, No. 25. Kel. Pondok Betung, Kec. Pondok Aren",1,1,Tangerang,Tangerang,Kota Tangerang,Stop Kontak,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,20:43,8,2,10,0,0,55,10,0,0,0,0,1,,,,,1,6,30000000,"Diduga akibat konsluiting pada stop kontak, kemudian menyambar bahan yang mudah terbakar yang ada di sekitar stop kontok tersebut dan api pun membesar.","Pemilik Bp. Borkis (45Th). Objek bencana adalah rumah tinggal dan Tempat usaha (matrial, tempat penjualan bahan bangunan)"
605,3/15/2013,Bencana Kebakaran,Masyarakat,9:00,Jl. Menceng Raya,9,11,Tegal Alur,Kalideres,Jakarta Barat,Meteran Listrik PLN,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,9:05,5,5,25,0,0,15,6,0,0,0,0,1,-,-,-,-,0,0,5000000,"Diduga disebabkan akibat arus pendek yang terjadi pada meteran listrik PLN, kemudian percikan api menyambar plafon SDN 02 Pagi. Kemudian api membesar dan membakar sebagian ruang kelas SDN 02 Pagi",
606,3/15/2013,Bencana Kebakaran,Petugas Instansi Lain,20:20,"Jl. Gajah Mada Glodok Jaya, LT 4 Blok D, No. 30",,,Glodok,Tamansari,Jakarta Barat,Panel Listrik PLN,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,20:25,5,2,10,0,0,15,12,0,0,0,0,1,-,-,-,-,0,0,5000000,"Diduga disebabkan akibat arus pendek yang terjadi pada meteran listrik PLN, kemudian percikan api menyambar plafon .Kemudian api membesar dan membakar sebagian ruangan.",
607,3/16/2013,Bencana Kebakaran,Masyarakat,8:05,Jl. Pelabuhan Sunda Kelapa Dermaga I,,,Ancol,Pademangan,Jakarta Utara,Kapal PT. ALAINDO,KD,Kendaraan,,,,,,LN,Lain,Gesekan Barang Di Ruang Palka,8:11,6,12,60,0,4,4,200,0,0,0,0,-,-,-,1,-,0,0,1500000000,"Diduga dari gesekan barang yang dikeluarkan dari ruang pelka, menimbulkan percikan api dan menyambar bahan yang mudah terbakar",
608,3/16/2013,Bencana Kebakaran,Masyarakat,14:50,Jl. Gresik No. I,,,Marunda,Cilincing,Jakarta Utara,Tumpukan Palet,LN,Lain-Lain,,,,,,LN,Lain,Rokok,15:03,13,2,10,0,0,40,48,0,0,0,0,-,-,-,-,1,0,0,15000000,Diduga dari orang membuang putung rokok jatuh di tumpuka palet dan membesar,
609,3/16/2013,Bencana Kebakaran,Masyarakat,14:00,Jl. Rawa Papan No. 86,2,6,Bintaro,Pesanggrahan,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,14:05,5,4,20,0,0,30,12,0,0,0,0,1,-,-,-,-,1,6,5000000,Diduga dari hubungan arus pendek listrik diatas plapon sehingga menimbulkan percikan api dan membakar bahan yang mudah terbakar,
610,3/16/2013,Bencana Kebakaran,Masyarakat,17:30,Jl. Pulau Tidung,-,-,Pulau Tidung,Kep. Seribu Selatan,Kabupaten Kepulauan Seribu,Hutan,LN,Lain-Lain,,,,,,LN,Lain,Kebakaran Hutan,17:35,5,0,0,0,6,29,,0,0,0,0,-,-,-,-,1,0,0,NA,Di duga warga membuang puntung rokok di areal hutan.,
611,3/17/2013,Bencana Kebakaran,Masyarakat,2:58,Jl. Raya Bogor,7,1,Cililitan,Kramat Jati,Jakarta Timur,Kompor Gas,LN,Lain-Lain,,,,,,LN,Lain,Gas,3:03,5,3,15,0,0,5,,0,0,0,2,1,-,-,-,-,0,0,500000,kebocoran pada selang regulator dan meledak,bisa diatasi warga
612,3/17/2013,Bencana Kebakaran,Masyarakat,11:40,Jl. Perintis Kemerdekaan,6 & 7,15,Kayu Putih,Pulogadung,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,Rumah Tinggal,BP,Bangunan Perumahan,BR,Bangunan Rendah,KP,Kompor,Kompor,11:50,10,31,155,0,4,45,"20,000",0,0,0,0,397,-,-,-,-,577,2319,NA,Diduga tabung kompor gas bocor meledak sehingga rumah terbakar,Kerugian masih dalam penyelidikan
613,3/17/2013,Bencana Kebakaran,Petugas Instansi Lain,9:01,Jl. Arjuna Utara,1,2,Duri Kepa,Kebun Jeruk,Jakarta Barat,Mobil Kopaja,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,9:05,4,2,10,0,0,19,,0,0,0,0,-,-,-,1,-,0,0,10000000,"Konsleting kabel pada body mobil, mengenai tangki bahan bakar sehingga sebagian mobil terbakar",
614,3/17/2013,Bencana Kebakaran,Petugas Instansi Lain,9:19,Jl. Tomang Raya,,,Kota Bambu Selatan,Palmerah,Jakarta Barat,Kabel PLN,LN,Lain-Lain,,,,,,LN,Lain,Tertimpa Pohon,9:24,5,3,10,0,0,16,,0,0,0,0,-,-,-,-,1,0,0,2000000,Petugas pertamanan memotong pohon mengenai kabel yang melintang sehingga timbul percikan api.,
615,3/17/2013,Bencana Kebakaran,Masyarakat,20:30,Jl. Raya Bogor,,,Depok,Depok,Kota Depok,Pangkalan Kayu,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,21:00,30,4,20,0,7,30,700,0,0,0,0,,1,,,,1,6,400000000,Diduga konsleting listrik mengenai tumpukan kayu sehingga terjadi kebakaran,
616,3/18/2013,Bencana Kebakaran,Masyarakat,1:30,Jl. Pangadegan Timur Raya,1,3,Pangadegan,Pancoran,Jakarta Selatan,Gardu box listrik,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,1:35,5,2,10,0,0,30,2,0,0,0,0,-,-,-,-,1,0,0,50000000,Diduga konsleting listrik pada panel box listrik sehingga satu box listrik terbakar,
617,3/18/2013,Bencana Kebakaran,Masyarakat,7:20,Jl. Tipar Cakung,7,7,Cakung Barat,Cakung,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,,,LS,Listrik,Arus Pendek Listrik,7:21,1,4,20,0,0,15,12,0,0,0,0,1,-,-,-,-,1,3,1000000,Akibat percikan api akibat konsleting listrik yng kemudian menyambar plafon sehingga membesar dan menghabiskan seluruh atap plafon,
618,3/18/2013,Bencana Kebakaran,Masyarakat,21:10,Jl. Otista Raya No. 131,6,8,Bidara Cina,Jatinegara,Jakarta Timur,Pohon,LN,Lain-Lain,,,,,,LN,Lain,Tidak Diketahui,21:17,7,1,5,0,0,50,,0,0,0,0,-,-,-,-,1,0,0,NA,"Pohon terbakar, tanpa diketahui penyebab terbakarnya pohon tersebut.",
619,3/18/2013,Bencana Kebakaran,Masyarakat,19:35,Jl. Meruya Selatan,4,7,Meruya Selatan,Kembangan,Jakarta Barat,Mobil Angkot C13 (B 2615 EC),KD,Kendaraan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,19:40,5,2,10,0,0,20,6,0,0,0,0,-,-,-,1,-,0,0,150000000,"Diduga terjadi arus pendek pada accu, mengenai kabel body. Sehingga terjadi kebakaran.",
620,3/19/2013,Bencana Kebakaran,Masyarakat,20:30,Pelelangan ikan,1,4,Kalibaru,Cilincing,Jakarta Utara,Mobil Carry,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,20:35,5,1,6,0,0,50,,0,0,0,0,-,-,-,1,-,0,0,10000000,"Diduga terjadi arus pendek pada accu, menyambar bensin hingga membesar",Pemilik Kendaraan Ahmad Bin Sani (34 Th)
621,3/19/2013,Bencana Kebakaran,Masyarakat,10:35,Jl. Taman Palm Lestari Blok N/28,,,Cengkareng Barat,Cengkareng,Jakarta Barat,Ruko,BU,Bangunan Umum dan Perdagangan,,,,,,LS,Listrik,Arus Pendek Listrik,10:35,0,1,4,0,0,3,,0,0,0,0,-,1,-,-,-,0,0,400000,Diduga dari hubungan arus pendek listrik diatas pelapon dan membakar sebagian kabel,
622,3/19/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Instansi Lain,19:00,Jl. Pinangsia Timur,4,5,Pinangsia,Tamansari,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,19:05,5,1,5,0,1,30,,0,0,0,0,-,-,-,-,1,0,0,NA,Akibat Angin kencang sehingga satu pohon tumbang,
623,3/20/2013,Bencana Kebakaran,Masyarakat,12:05,Jl. H. Sidi No.99,,,Srengseng Sawah,Jagakarsa,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,,,LS,Listrik,Arus Pendek Listrik,12:10,5,3,15,0,0,25,21,0,0,0,0,1,-,-,-,-,1,5,4000000,"Hubungan singkat pada kabel TU meledak, menyambar dinding sehingga rumah tinggal terbakar",
624,3/20/2013,Bencana Kebakaran,Masyarakat,21:10,Jl. Penjernihan B7  No.05,10,8,Bendungan Hilir,Tanah Abang,Jakarta Pusat,Rumah Tinggal,LN,Lain-Lain,,,,,,LN,Lain,Kembang Api,21:15,5,8,38,0,0,20,24,0,0,0,0,1,-,-,-,-,1,NA,500000,Percikan Kembang Api mengenai kasur sehingga sebagian ruangan terbakar,Dapat diatasi masyarakat setelah unit berangkat
625,3/21/2013,Bencana Kebakaran,Masyarakat,17:00,"Jl. Ciputat Raya, Gg. H. Muhi",5,2,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,Swalayan Seven7,BU,Bangunan Umum dan Perdagangan,,,,,,LS,Listrik,Arus Pendek Listrik,17:08,8,17,85,0,1,40,240,0,0,0,0,-,1,-,-,-,0,0,175000000,"Diduga akibat konsleting listrik pada instalasi listrik atas plafon dilantai 2, kemudian api menyambar bahan yang mudah terbakar dan membesar.",
626,3/21/2013,Bencana Kebakaran,Masyarakat,21:05,"Jl. Cipinang Lontar II, Gg. Subuh",2,8,Cipinang,Pulogadung,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,,,LS,Listrik,Arus Pendek Listrik,21:10,5,18,90,0,1,10,135,0,0,0,0,2,-,-,-,-,3,6,300000000,"Diduga terjadi konsleting listrik di rumah p Hasan, api menjalar dengan cepat. Kemudian membakar sekitar nya dengan cepat.",
627,3/21/2013,Bencana Kebakaran,Masyarakat,22:50,Jl. Pengadegan Barat II,2,6,Pangadegan,Pancoran,Jakarta Selatan,Kabel Udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,22:55,5,1,5,0,0,20,2,0,0,0,0,-,-,-,-,1,0,0,500000,"Diduga terjadi konsleting pada kabel udara PLN, Kemudian api membakar sebagian kabel udara PLN tersebut.",
628,3/21/2013,Bencana Kebakaran,Petugas Pemadam,17:15,Jl. Veteran no. 16-18,,,Gambir,Gambir,Jakarta Pusat,Gedung Setneg,BU,Bangunan Umum dan Perdagangan,,,,,,LS,Listrik,Arus Pendek Listrik,17:20,5,35,175,0,2,9,750,0,0,0,0,-,1,-,-,-,0,0,NA,,Kerugian masih dalam penyelidikan
629,3/21/2013,Bencana Kebakaran,Masyarakat,12:52,Jl. Indraloka Raya,8,10,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,,,LS,Listrik,Arus Pendek Listrik,12:58,6,3,15,0,0,23,30,0,0,0,0,1,-,-,-,-,1,4,10000000,"Diduga terjadi konsleting pada instalasi listik rumah, kemudian menyambar bahan yang mudah terbakar.",
630,3/22/2013,Bencana Kebakaran,Masyarakat,2:50,Jl. H. Dogol,16,2,Pondok Kelapa,Duren Sawit,Jakarta Timur,Kabel Udara PLN,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek Listrik,2:57,7,1,5,0,0,15,1,0,0,0,0,-,-,-,-,1,0,0,500000,"Diduga terjadi konsleting pada kabel udara PLN, Kemudian api membakar sebagian kabel udara PLN tersebut.",
631,3/22/2013,Bencana Kebakaran,Masyarakat,10:45,Jl. Kapalio,15,1,Pesanggrahan,Pesanggrahan,Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,,,LS,Listrik,Arus Pendek Listrik,10:50,5,24,120,0,3,20,250,0,0,0,0,60,-,-,-,-,60,240,500000000,Diduga hubungan arus pendek listrik di atas plapon hingga terjadi kebakaran,
632,3/22/2013,Bencana Kebakaran,Masyarakat,12:30,Jl. Indraloka Raya,8,10,Jelambar,Grogol Petamburan,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,Box Listrik,LN,Lain-Lain,,,LS,Listrik,Arus Pendek Listrik,12:33,3,1,5,0,0,3,,0,0,0,0,-,-,-,-,1,0,0,2000000,Diduga hubungan arus pendek pada box listrik karena posisi kabel yang kendur hingga terbakar,Dapat dipadamkan oleh warga menggunakan APAR
633,3/23/2013,Bencana Kebakaran,Masyarakat,3:00,Jl. Jembatan Besi Raya XII/20,6,7,Jembatan Besi,Tambora,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,Bengkel Motor,BP,Bangunan Perumahan,,,LS,Listrik,Arus Pendek Listrik,3:05,5,27,135,0,0,50,24,0,0,0,0,1,-,-,-,-,1,2,50000000,Diduga arus pendek listrik pada lampu kamar hingga menimbulkan percikan api dan terbakar,
634,3/25/2013,Pertolongan Gawat Darurat (Ambulan Paramedik),Petugas Pemadam,8:00,Areal Sekitar Monas,,,Gambir,Gambir,Jakarta Pusat,Penjagaan,LN,Lain-Lain,,,,,,LN,Lain,Antisipasi Demo,8:10,10,4,20,0,9,0,,0,0,0,0,-,-,-,-,-,0,0,NA,Penjagaan Antisipasi Demo,
635,3/25/2013,Pertolongan Gawat Darurat (Ambulan Paramedik),Petugas Pemadam,8:00,MPR/DPR,,,Gelora,Tanah Abang,Jakarta Pusat,Penjagaan,LN,Lain-Lain,,,,,,LN,Lain,Antisipasi Demo,8:10,10,4,20,0,9,0,,0,0,0,0,-,-,-,-,-,0,0,NA,Penjagaan Antisipasi Demo,
636,3/25/2013,Pertolongan Gawat Darurat (Ambulan Paramedik),Petugas Pemadam,8:00,Kantor Wapres,,,Gambir,Gambir,Jakarta Pusat,Penjagaan,LN,Lain-Lain,,,,,,LN,Lain,Antisipasi Demo,8:10,10,1,5,0,9,0,,0,0,0,0,-,-,-,-,-,0,0,NA,Penjagaan Antisipasi Demo,
637,3/25/2013,Pertolongan Gawat Darurat (Ambulan Paramedik),Petugas Pemadam,11:20,Gedung BNI Kota,,,Roa Malaka,Tambora,Jakarta Barat,Penjagaan,LN,Lain-Lain,,,,,,LN,Lain,Antisipasi Kebocoran Gas,11:25,5,1,5,0,0,55,,0,0,0,0,-,-,-,-,-,0,0,NA,Penjagaan Antisipasi Kebocoran Gas,
